customer_id,last_purchase_date,frequency,monetary_value,recency,R_score,F_score,M_score,RFM_Score,segment
26193,2014-06-04,3,35.23,26,4,2,1,421,Regular
20219,2013-10-31,5,6044.59,242,2,4,4,244,Regular
19223,2014-06-02,6,84.64,28,4,4,2,442,Regular
27879,2014-01-11,3,1313.34,170,2,2,3,223,At Risk
23136,2014-02-06,2,574.98,144,3,1,3,313,Regular
26883,2014-04-27,3,68.97,64,4,2,2,422,Regular
30106,2013-04-30,114,101203.63,426,1,4,4,144,Regular
29110,2011-11-17,1,3578.27,956,1,1,4,114,At Risk
18745,2014-05-11,3,78.26,50,4,2,2,422,Regular
26405,2014-02-12,3,36.27,138,3,2,1,321,Regular
22446,2014-02-17,4,1739.46,133,3,3,3,333,Regular
11085,2014-06-10,5,128.96,20,4,4,2,442,Regular
16687,2013-06-18,5,6070.59,377,1,4,4,144,Regular
12774,2014-01-26,5,5943.23,155,3,4,4,344,Regular
14523,2013-11-03,3,3807.4,239,2,2,4,224,At Risk
19266,2013-10-25,3,42.28,248,2,2,1,221,At Risk
29937,2013-02-28,146,138515.99,487,1,4,4,144,Regular
17992,2013-07-30,3,31.27,335,1,2,1,121,At Risk
15828,2014-04-15,6,172.25,76,4,4,2,442,Regular
23445,2014-02-13,1,28.99,137,3,1,1,311,Regular
19392,2013-07-19,2,27.28,346,1,1,1,111,At Risk
24135,2013-08-28,2,2419.06,306,1,1,3,113,At Risk
15307,2013-08-30,2,39.98,304,1,1,1,111,At Risk
25884,2013-11-10,2,39.98,232,2,1,1,211,At Risk
21971,2013-12-12,2,32.28,200,2,1,1,211,At Risk
17471,2014-01-04,2,39.98,177,2,1,1,211,At Risk
28048,2014-04-02,3,84.47,89,3,2,2,322,Regular
27358,2013-09-27,2,78.98,276,1,1,2,112,At Risk
29153,2013-10-14,1,3.99,259,2,1,1,211,At Risk
25194,2013-12-02,1,32.6,210,2,1,1,211,At Risk
15997,2014-05-21,5,4746.34,40,4,4,4,444,High Value
13833,2014-04-20,3,106.96,71,4,2,2,422,Regular
14354,2014-04-01,3,2755.42,90,3,2,3,323,Regular
11022,2013-06-22,2,2322.28,373,1,1,3,113,At Risk
27836,2013-08-17,1,4.99,317,1,1,1,111,At Risk
15244,2014-03-29,12,179.19,93,3,4,2,342,Regular
25025,2013-09-04,3,2469.05,299,1,2,3,123,At Risk
20697,2014-05-13,4,77.92,48,4,3,2,432,Regular
25715,2014-04-28,3,1274.08,63,4,2,3,423,Regular
21387,2013-10-28,4,2745.33,245,2,3,3,233,Regular
24304,2014-03-18,5,3946.52,104,3,4,4,344,Regular
18055,2014-01-09,7,143.91,172,2,4,2,242,Regular
28632,2013-10-04,2,74.98,269,1,1,2,112,At Risk
22383,2014-01-01,3,67.97,180,2,2,2,222,At Risk
13727,2014-05-12,3,80.96,49,4,2,2,422,Regular
12253,2013-12-16,6,4066.93,196,2,4,4,244,Regular
24241,2014-01-30,4,2997.32,151,3,3,4,334,Regular
27942,2013-07-02,2,29.48,363,1,1,1,111,At Risk
19913,2013-07-28,2,28.98,337,1,1,1,111,At Risk
20909,2013-09-10,3,69.97,293,1,2,2,122,At Risk
23614,2013-10-18,5,144.45,255,2,4,2,242,Regular
16581,2014-03-27,4,50.23,95,3,3,1,331,Regular
11606,2013-11-28,5,5922.23,214,2,4,4,244,Regular
13770,2014-03-06,5,6428.23,116,3,4,4,344,Regular
27252,2012-11-27,1,782.99,580,1,1,3,113,At Risk
25088,2013-06-15,2,1249.84,380,1,1,3,113,At Risk
29416,2013-12-14,3,27.77,198,2,2,1,221,At Risk
16475,2014-02-09,5,4673.88,141,3,4,4,344,Regular
25131,2013-12-21,1,4.99,191,2,1,1,211,At Risk
22967,2014-01-24,3,69.97,157,3,2,2,322,Regular
20803,2014-02-13,2,38.98,137,3,1,1,311,Regular
18639,2014-04-28,1,1700.99,63,4,1,3,413,Regular
19329,2014-05-01,4,2459.07,60,4,3,3,433,High Value
12296,2014-03-27,12,13164.64,95,3,4,4,344,Regular
17165,2013-07-16,1,4.99,349,1,1,1,111,At Risk
15001,2013-12-19,2,30.97,193,2,1,1,211,At Risk
23657,2014-03-17,1,4.99,105,3,1,1,311,Regular
26362,2014-03-18,4,2420.34,104,3,3,3,333,Regular
21493,2014-05-15,3,68.97,46,4,2,2,422,Regular
28526,2014-05-23,3,60.47,38,4,2,2,422,Regular
16767,2013-08-14,2,59.98,320,1,1,2,112,At Risk
19684,2013-08-23,2,78.98,311,1,1,2,112,At Risk
13850,2013-11-03,2,56.97,239,2,1,2,212,At Risk
25257,2013-12-06,3,147.28,206,2,2,2,222,At Risk
21676,2014-05-30,2,23.78,31,4,1,1,411,Regular
28174,2014-06-17,2,39.98,13,4,1,1,411,Regular
24593,2014-06-21,1,4.99,9,4,1,1,411,Regular
29525,2012-04-30,78,272181.97,791,1,4,4,144,Regular
14752,2014-02-20,4,1528.07,130,3,3,3,333,Regular
23242,2013-12-19,3,553.97,193,2,2,3,223,At Risk
22555,2014-02-15,3,143.78,135,3,2,2,322,Regular
21722,2014-04-12,2,14.98,79,4,1,1,411,Regular
28128,2014-05-03,2,12.94,58,4,1,1,411,Regular
18805,2014-06-29,2,133.49,1,4,1,2,412,Regular
11835,2013-10-18,7,4772.3,255,2,4,4,244,Regular
23196,2013-11-06,2,39.98,236,2,1,1,211,At Risk
23737,2014-01-12,2,34.98,169,2,1,1,211,At Risk
18851,2014-05-14,1,69.99,47,4,1,2,412,Regular
20156,2013-07-28,3,4139.75,337,1,2,4,124,At Risk
18164,2014-02-27,3,3330.42,123,3,2,4,324,Regular
29648,2014-03-01,26,3645.87,121,3,4,4,344,Regular
18287,2013-08-19,5,72.16,315,1,4,2,142,Regular
21158,2013-08-04,3,49.97,330,1,2,1,121,At Risk
28984,2013-12-23,2,28.98,189,2,1,1,211,At Risk
17623,2014-04-07,3,2326.96,84,4,2,3,423,Regular
19143,2013-10-21,5,605.21,252,2,4,3,243,Regular
19638,2014-05-28,1,4.99,33,4,1,1,411,Regular
22217,2014-06-19,4,61.45,11,4,3,2,432,Regular
20866,2014-05-17,3,3157.97,44,4,2,4,424,Regular
20325,2014-04-02,2,78.98,89,3,1,2,312,Regular
20202,2014-05-10,4,45.95,51,4,3,1,431,Regular
15765,2014-04-16,2,4369.09,75,4,1,4,414,Regular
19346,2013-07-05,1,21.49,360,1,1,1,111,At Risk
22014,2014-06-10,6,80.2,20,4,4,2,442,Regular
19097,2014-02-21,2,24.27,129,3,1,1,311,Regular
14188,2013-12-20,1,32.6,192,2,1,1,211,At Risk
27172,2014-03-28,2,23.78,94,3,1,1,311,Regular
22263,2014-06-24,2,34.98,6,4,1,1,411,Regular
29187,2014-03-25,4,588.96,97,3,3,3,333,Regular
24029,2014-05-03,4,562.96,58,4,3,3,433,High Value
13309,2013-09-19,1,21.98,284,1,1,1,111,At Risk
15708,2013-07-26,3,74.98,339,1,2,2,122,At Risk
12376,2013-11-04,3,75.47,238,2,2,2,222,At Risk
17331,2014-02-04,3,40.96,146,3,2,1,321,Regular
29233,2014-03-25,3,63.97,97,3,2,2,322,Regular
28692,2014-05-12,1,539.99,49,4,1,2,412,Regular
13355,2013-10-28,4,4558.53,245,2,3,4,234,Regular
17285,2013-11-11,5,6093.2,231,2,4,4,244,Regular
28646,2012-01-20,1,3578.27,892,1,1,4,114,At Risk
15662,2014-05-13,8,5253.07,48,4,4,4,444,High Value
12668,2014-02-19,5,6839.46,131,3,4,4,344,Regular
14291,2014-01-16,8,258.44,165,3,4,2,342,Regular
23783,2013-08-03,2,58.98,331,1,1,2,112,At Risk
25652,2014-02-02,2,39.98,148,3,1,1,311,Regular
23488,2014-04-08,1,4.99,83,4,1,1,411,Regular
12127,2014-04-12,1,34.99,79,4,1,1,411,Regular
17826,2014-04-30,1,29.99,61,4,1,1,411,Regular
13647,2014-05-23,5,6793.15,38,4,4,4,444,High Value
13896,2013-11-06,4,4775.63,236,2,3,4,234,Regular
16306,2014-03-25,3,29.26,97,3,2,1,321,Regular
15811,2013-12-17,5,71.16,195,2,4,2,242,Regular
25549,2013-12-07,2,7.28,205,2,1,1,211,At Risk
24716,2014-03-01,4,561.92,121,3,3,3,333,Regular
14142,2014-03-31,2,29.48,91,3,1,1,311,Regular
27713,2014-05-10,4,1158.96,51,4,3,3,433,High Value
23534,2013-12-14,3,4179.33,198,2,2,4,224,At Risk
14829,2013-11-13,3,90.47,229,2,2,2,222,At Risk
16993,2013-11-25,2,124.99,217,2,1,2,212,At Risk
25698,2014-02-05,3,68.97,145,3,2,2,322,Regular
15370,2014-03-10,2,7.28,112,3,1,1,311,Regular
24075,2014-03-23,3,68.97,99,3,2,2,322,Regular
11609,2014-04-25,9,6872.11,66,4,4,4,444,High Value
17182,2014-03-16,5,6950.6,106,3,4,4,344,Regular
21261,2013-09-19,3,69.97,284,1,2,2,122,At Risk
24842,2013-11-16,2,23.78,226,2,1,1,211,At Risk
27925,2014-04-15,2,38.98,76,4,1,1,411,Regular
21925,2014-06-03,2,7.28,27,4,1,1,411,Regular
12250,2013-12-10,2,3964.98,202,2,1,4,214,At Risk
19910,2014-03-09,4,3188.46,113,3,3,4,334,Regular
29797,2014-03-31,82,52306.85,91,3,4,4,344,Regular
28543,2013-08-30,4,108.46,304,1,3,2,132,Regular
22137,2014-05-07,4,1184.46,54,4,3,3,433,High Value
13481,2014-06-12,2,30.97,18,4,1,1,411,Regular
15167,2014-01-14,6,3180.94,167,2,4,4,244,Regular
27069,2013-01-18,1,2049.1,528,1,1,3,113,At Risk
17872,2014-03-23,2,39.98,99,3,1,1,311,Regular
26528,2014-05-31,4,128.47,30,4,3,2,432,Regular
19787,2013-09-30,3,6054.22,273,1,2,4,124,At Risk
20451,2013-12-16,3,6054.22,196,2,2,4,224,At Risk
29107,2013-09-19,2,162.99,284,1,1,2,112,At Risk
16000,2014-05-07,8,4813.95,54,4,4,4,444,High Value
21384,2013-10-23,6,2921.02,250,2,4,4,244,Regular
19220,2014-06-15,8,97.62,15,4,4,2,442,Regular
21802,2013-09-01,4,77.96,302,1,3,2,132,Regular
20053,2013-11-25,3,36.27,217,2,2,1,221,At Risk
28466,2014-06-10,2,119.98,20,4,1,2,412,Regular
29399,2013-08-10,3,3936.47,324,1,2,4,124,At Risk
18038,2014-03-09,3,2435.08,113,3,2,3,323,Regular
11915,2014-01-24,8,8143.0,157,3,4,4,344,Regular
29940,2014-03-31,123,401722.2,91,3,4,4,344,Regular
11374,2013-09-15,3,68.97,288,1,2,2,122,At Risk
18579,2014-03-30,1,69.99,92,3,1,2,312,Regular
20743,2014-04-01,2,78.98,90,3,1,2,312,Regular
26757,2013-08-22,3,1344.47,312,1,2,3,123,At Risk
30089,2014-05-01,8,5227.5,60,4,4,4,444,High Value
26010,2013-08-02,1,24.99,332,1,1,1,111,At Risk
13773,2013-12-10,3,42.28,202,2,2,1,221,At Risk
22678,2013-12-16,3,653.97,196,2,2,3,223,At Risk
22429,2014-01-31,5,1777.95,150,3,4,3,343,Regular
19761,2014-05-14,3,67.93,47,4,2,2,422,Regular
14414,2013-11-29,5,1793.9,213,2,4,3,243,Regular
17746,2013-09-01,2,29.98,302,1,1,1,111,At Risk
11317,2013-07-21,2,5873.26,344,1,1,4,114,At Risk
24301,2014-03-13,2,4144.34,109,3,1,4,314,Regular
27633,2013-12-12,4,22.26,200,2,3,1,231,Regular
12940,2014-03-25,5,108.46,97,3,4,2,342,Regular
26316,2012-07-18,1,1000.44,712,1,1,3,113,At Risk
12791,2013-07-25,2,29.93,340,1,1,1,111,At Risk
27939,2013-09-10,3,92.97,293,1,2,2,122,At Risk
23611,2013-11-14,1,3.99,228,2,1,1,211,At Risk
14955,2014-01-16,3,103.97,165,3,2,2,322,Regular
25775,2014-02-24,2,2451.3,126,3,1,3,313,Regular
24152,2014-04-25,1,4.99,66,4,1,1,411,Regular
15396,2014-01-26,5,3147.95,155,3,4,4,344,Regular
27298,2013-02-22,1,782.99,493,1,1,3,113,At Risk
22970,2013-07-18,4,78.96,347,1,3,2,132,Regular
11068,2014-03-10,9,113.36,112,3,4,2,342,Regular
13232,2014-02-07,1,21.98,143,3,1,1,311,Regular
25134,2014-05-15,2,39.98,46,4,1,1,411,Regular
28772,2011-10-07,1,3578.27,997,1,1,4,114,At Risk
13083,2013-09-24,4,4532.52,279,1,3,4,134,Regular
26608,2013-11-23,5,2881.74,219,2,4,4,244,Regular
16870,2013-11-22,6,149.04,220,2,4,2,242,Regular
15247,2013-10-09,2,7.28,264,1,1,1,111,At Risk
24444,2013-11-06,3,2443.55,236,2,2,3,223,At Risk
23903,2014-01-06,1,539.99,175,2,1,2,212,At Risk
28231,2014-01-10,2,23.78,171,2,1,1,211,At Risk
17411,2014-03-27,3,155.47,95,3,2,2,322,Regular
14706,2014-02-06,1,24.99,144,3,1,1,311,Regular
26067,2014-04-20,3,64.97,71,4,2,2,422,Regular
12542,2014-06-13,1,8.99,17,4,1,1,411,Regular
28340,2011-09-17,1,3578.27,1017,1,1,4,114,At Risk
13020,2014-05-18,2,2589.09,43,4,1,3,413,Regular
29336,2012-09-22,1,2181.56,646,1,1,3,113,At Risk
24427,2013-06-20,4,2400.34,375,1,3,3,133,Regular
12024,2014-01-17,4,83.97,164,3,3,2,332,Regular
21510,2013-09-02,5,128.95,301,1,4,2,142,Regular
25423,2013-11-05,4,2478.04,237,2,3,3,233,Regular
14016,2014-02-05,5,121.06,145,3,4,2,342,Regular
20514,2014-02-25,3,49.97,125,3,2,1,321,Regular
16578,2014-04-07,3,74.98,84,4,2,2,422,Regular
15058,2014-05-06,6,6639.58,55,4,4,4,444,High Value
13066,2013-08-18,5,3033.31,316,1,4,4,144,Regular
20468,2014-04-20,2,3169.59,71,4,1,4,414,Regular
14062,2014-01-16,5,5647.92,165,3,4,4,344,Regular
11145,2013-06-27,3,2309.97,368,1,2,3,123,At Risk
26465,2013-08-14,2,27.28,320,1,1,1,111,At Risk
29860,2013-06-30,1,200.05,365,1,1,2,112,At Risk
14540,2014-02-03,5,156.25,147,3,4,2,342,Regular
13544,2014-04-19,6,108.44,72,4,4,2,442,Regular
19495,2013-11-22,2,38.98,220,2,1,1,211,At Risk
15536,2014-05-31,10,249.53,30,4,4,2,442,Regular
16077,2014-02-19,4,2401.45,131,3,3,3,333,Regular
12525,2013-10-25,2,119.98,248,2,1,2,212,At Risk
11623,2013-09-26,5,5948.24,277,1,4,4,144,Regular
29814,2014-03-31,31,22522.79,91,3,4,4,344,Regular
24945,2013-10-12,2,152.6,261,2,1,2,212,At Risk
18453,2014-04-06,1,4.99,85,4,1,1,411,Regular
18994,2014-04-08,2,123.98,83,4,1,2,412,Regular
26302,2014-05-17,6,3357.41,44,4,4,4,444,High Value
12479,2014-01-19,3,4401.41,162,3,2,4,324,Regular
24381,2014-04-28,5,3970.52,63,4,4,4,444,High Value
28881,2013-11-13,2,39.98,229,2,1,1,211,At Risk
11005,2013-10-02,6,8121.33,271,1,4,4,144,Regular
22907,2014-04-25,3,4169.33,66,4,2,4,424,Regular
16415,2013-09-24,4,4930.68,279,1,3,4,134,Regular
11546,2013-08-12,5,4460.38,322,1,4,4,144,Regular
22366,2014-01-06,2,56.97,175,2,1,2,212,At Risk
27776,2014-04-15,2,751.34,76,4,1,3,413,Regular
29923,2014-03-31,145,443704.54,91,3,4,4,344,Regular
15018,2013-07-28,4,112.46,337,1,3,2,132,Regular
11686,2013-09-24,4,128.97,279,1,3,2,132,Regular
22844,2013-08-31,2,39.99,303,1,1,1,111,At Risk
28002,2013-09-01,2,39.98,302,1,1,1,111,At Risk
19512,2013-09-10,4,86.26,293,1,3,2,132,Regular
17935,2013-11-22,3,63.97,220,2,2,2,222,At Risk
16014,2014-01-02,2,7.28,179,2,1,1,211,At Risk
23840,2014-04-24,1,539.99,67,4,1,2,412,Regular
18516,2014-05-28,4,2404.91,33,4,3,3,433,High Value
11082,2014-04-08,6,3110.81,83,4,4,4,444,High Value
24859,2014-06-27,2,39.98,3,4,1,1,411,Regular
19558,2013-09-19,3,6029.57,284,1,2,4,124,At Risk
17637,2013-07-15,3,149.98,350,1,2,2,122,At Risk
20969,2013-10-14,2,38.98,259,2,1,1,211,At Risk
26379,2013-12-17,4,1783.96,195,2,3,3,233,Regular
16641,2014-03-28,6,2391.43,94,3,4,3,343,Regular
29296,2014-04-07,3,49.97,84,4,2,1,421,Regular
23886,2014-05-06,4,562.96,55,4,3,3,433,High Value
25901,2013-11-05,3,5793.05,237,2,2,4,224,At Risk
13999,2013-11-22,2,3295.43,220,2,1,4,214,At Risk
24905,2013-09-01,4,2195.91,302,1,3,3,133,Regular
24364,2014-04-28,5,3965.52,63,4,4,4,444,High Value
20036,2013-06-18,5,2618.62,377,1,4,3,143,Regular
13003,2013-12-14,6,230.25,198,2,4,2,242,Regular
21573,2014-01-09,3,61.97,172,2,2,2,222,At Risk
25360,2014-03-15,3,32.27,107,3,2,1,321,Regular
21032,2014-04-14,1,4.99,77,4,1,1,411,Regular
26482,2012-10-20,1,1000.44,618,1,1,3,113,At Risk
15121,2014-05-15,6,5202.73,46,4,4,4,444,High Value
24318,2013-09-25,3,71.58,278,1,2,2,122,At Risk
12957,2014-05-29,2,43.99,32,4,1,1,411,Regular
19449,2013-11-27,4,45.22,215,2,3,1,231,Regular
13498,2014-01-19,3,100.09,162,3,2,2,322,Regular
19990,2014-04-13,2,548.98,78,4,1,2,412,Regular
17975,2013-07-12,3,1518.58,353,1,2,3,123,At Risk
23385,2013-10-11,5,4829.39,262,2,4,4,244,Regular
11483,2013-12-19,4,4966.39,193,2,3,4,234,Regular
29877,2014-05-01,55,59116.14,60,4,4,4,444,High Value
28403,2013-10-27,2,2419.06,246,2,1,3,213,At Risk
26239,2014-04-11,3,51.96,80,4,2,1,421,Regular
27862,2014-05-23,2,548.98,38,4,1,2,412,Regular
16352,2014-05-03,6,5948.49,58,4,4,4,444,High Value
13435,2013-11-16,5,4838.32,226,2,4,4,244,Regular
29751,2013-05-30,1,1344.59,396,1,1,3,113,At Risk
12439,2013-08-25,4,124.97,309,1,3,2,132,Regular
22091,2013-09-25,2,548.98,278,1,1,2,112,At Risk
21095,2013-09-26,3,31.73,277,1,2,1,121,At Risk
28755,2013-11-11,4,2407.04,231,2,3,3,233,Regular
20099,2014-02-01,1,4.99,149,3,1,1,311,Regular
24012,2014-03-16,3,68.97,106,3,2,2,322,Regular
25008,2014-05-21,2,2438.06,40,4,1,3,413,Regular
11420,2014-05-01,17,11200.77,60,4,4,4,444,High Value
19080,2013-07-10,2,29.98,355,1,1,1,111,At Risk
27023,2013-09-13,3,60.47,290,1,2,2,122,At Risk
26050,2014-04-19,3,4624.83,72,4,2,4,424,Regular
15473,2014-05-02,2,1552.48,59,4,1,3,413,Regular
18390,2014-04-04,3,141.96,87,3,2,2,322,Regular
24796,2014-03-05,3,2398.05,117,3,2,3,323,Regular
23800,2014-03-08,3,71.58,114,3,2,2,322,Regular
17394,2014-03-23,2,68.49,99,3,1,2,312,Regular
28065,2014-04-17,3,5997.33,74,4,2,4,424,Regular
16163,2014-02-04,4,2641.39,146,3,3,3,333,Regular
27524,2013-05-25,1,2049.1,401,1,1,3,113,At Risk
19409,2013-07-11,3,1183.47,354,1,2,3,123,At Risk
11208,2014-02-17,7,134.23,133,3,4,2,342,Regular
20405,2013-10-18,2,2563.35,255,2,1,3,213,At Risk
19864,2013-12-01,1,69.99,211,2,1,2,212,At Risk
18868,2014-05-01,3,1759.97,60,4,2,3,423,Regular
14689,2014-05-31,1,4.99,30,4,1,1,411,Regular
20617,2014-01-18,4,6058.21,163,3,3,4,334,Regular
23322,2013-12-28,4,3042.82,184,2,3,4,234,Regular
16830,2014-01-23,6,7138.68,158,3,4,4,344,Regular
14125,2013-07-16,2,3772.41,349,1,1,4,114,At Risk
11961,2014-03-10,3,72.28,112,3,2,2,322,Regular
25486,2014-04-13,2,548.98,78,4,1,2,412,Regular
22781,2014-06-09,3,37.27,21,4,2,1,421,Regular
26717,2012-12-07,1,2071.42,570,1,1,3,113,At Risk
21307,2013-08-30,3,23.97,304,1,2,1,121,At Risk
23471,2014-03-20,4,600.46,102,3,3,3,333,Regular
14603,2013-12-28,4,3034.07,184,2,3,4,234,Regular
18931,2013-09-16,5,6060.5,287,1,4,4,144,Regular
11271,2013-06-24,5,5973.24,371,1,4,4,144,Regular
15599,2014-05-31,6,81.24,30,4,4,2,442,Regular
21848,2013-11-15,1,564.99,227,2,1,3,213,At Risk
19927,2013-12-29,1,4.99,183,2,1,1,211,At Risk
26176,2014-03-04,1,4.99,118,3,1,1,311,Regular
23259,2014-04-12,3,49.97,79,4,2,1,421,Regular
27587,2014-04-26,2,1145.48,65,4,1,3,413,Regular
24255,2014-06-01,2,13.98,29,4,1,1,411,Regular
13584,2013-12-26,7,8361.29,186,2,4,4,244,Regular
28191,2014-05-04,3,5997.33,57,4,2,4,424,Regular
16916,2014-04-15,8,2434.92,76,4,4,3,443,High Value
25964,2014-02-17,3,4649.83,133,3,2,4,324,Regular
11898,2013-12-23,6,8179.03,189,2,4,4,244,Regular
16226,2013-08-03,3,553.97,331,1,2,3,123,At Risk
18304,2014-06-03,3,26.56,27,4,2,1,421,Regular
20554,2013-09-27,2,34.98,276,1,1,1,111,At Risk
17222,2013-12-14,3,36.96,198,2,2,1,221,At Risk
12894,2014-02-26,3,48.98,124,3,2,1,321,Regular
22632,2014-01-08,4,2492.32,173,2,3,3,233,Regular
18241,2013-06-20,4,6058.21,375,1,3,4,134,Regular
17700,2013-06-20,4,2805.53,375,1,3,3,133,Regular
13372,2013-07-07,2,76.97,358,1,1,2,112,At Risk
13913,2013-12-08,3,106.96,204,2,2,2,222,At Risk
19621,2013-10-05,2,6021.62,268,1,1,4,114,At Risk
28818,2012-07-14,1,2181.56,716,1,1,3,113,At Risk
26654,2013-06-17,4,1346.76,378,1,3,3,133,Regular
26113,2013-12-20,3,2730.54,192,2,2,3,223,At Risk
23949,2013-09-23,4,92.96,280,1,3,2,132,Regular
24490,2014-02-18,2,36.59,132,3,1,1,311,Regular
22326,2014-04-08,3,40.23,83,4,2,1,421,Regular
21785,2014-04-24,2,1155.48,67,4,1,3,413,Regular
17457,2014-05-02,2,54.98,59,4,1,1,411,Regular
15293,2014-06-14,2,39.98,16,4,1,1,411,Regular
28277,2014-06-23,1,4.99,7,4,1,1,411,Regular
29834,2014-05-01,249,434593.73,60,4,4,4,444,High Value
17099,2013-08-13,2,2701.43,321,1,1,3,113,At Risk
12854,2013-11-05,5,4367.02,237,2,4,4,244,Regular
15771,2014-02-25,4,3174.95,125,3,3,4,334,Regular
20016,2014-01-11,3,132.97,170,2,2,2,222,At Risk
25566,2014-03-18,4,1253.07,104,3,3,3,333,Regular
21367,2013-07-24,2,7.28,341,1,1,1,111,At Risk
22695,2013-08-10,2,1174.48,324,1,1,3,113,At Risk
15748,2014-04-27,8,296.91,64,4,4,2,442,Regular
24238,2014-05-21,4,608.96,40,4,3,3,433,High Value
22887,2013-09-27,4,578.46,276,1,3,3,133,Regular
22718,2013-12-28,4,600.46,184,2,3,3,233,Regular
17145,2014-04-15,2,13.98,76,4,1,1,411,Regular
27155,2013-08-15,3,68.97,319,1,2,2,122,At Risk
28483,2013-10-22,4,765.32,251,2,3,3,233,Regular
11503,2014-05-10,3,61.78,51,4,2,2,422,Regular
21536,2014-02-18,4,78.96,132,3,3,2,332,Regular
18450,2014-03-31,2,25.48,91,3,1,1,311,Regular
27086,2013-02-16,1,2049.1,499,1,1,3,113,At Risk
16930,2014-06-04,3,54.42,26,4,2,1,421,Regular
25758,2013-12-11,3,2428.05,201,2,2,3,223,At Risk
22764,2014-02-03,1,29.99,147,3,1,1,311,Regular
13023,2014-06-01,4,88.96,29,4,3,2,432,Regular
27009,2014-03-06,2,574.98,116,3,1,3,313,Regular
24092,2014-04-03,4,2481.82,88,3,3,3,333,Regular
15625,2013-12-26,4,7169.39,186,2,3,4,234,Regular
28314,2013-10-11,3,553.97,262,2,2,3,223,At Risk
25443,2013-11-20,2,1750.98,222,2,1,3,213,At Risk
11672,2014-02-18,3,113.48,132,3,2,2,322,Regular
25712,2014-04-30,5,1262.06,61,4,4,3,443,High Value
14228,2014-06-10,2,74.98,20,4,1,2,412,Regular
26794,2013-12-14,4,44.22,198,2,3,1,231,Regular
26963,2013-12-15,4,1237.82,197,2,3,3,233,Regular
15702,2014-02-01,7,6917.54,149,3,4,4,344,Regular
14374,2013-10-31,5,3362.71,242,2,4,4,244,Regular
25612,2013-07-10,2,574.98,355,1,1,3,113,At Risk
15579,2013-08-10,2,34.98,324,1,1,1,111,At Risk
24407,2014-04-15,3,71.58,76,4,2,2,422,Regular
25489,2014-05-28,3,1147.77,33,4,2,3,423,Regular
28168,2011-08-04,1,3578.27,1061,1,1,4,114,At Risk
20093,2013-10-04,3,1179.97,269,1,2,3,123,At Risk
23923,2013-11-16,2,1174.48,226,2,1,3,213,At Risk
18765,2014-03-04,2,119.98,118,3,1,2,312,Regular
26840,2014-03-22,2,33.98,100,3,1,1,311,Regular
11188,2014-06-23,5,81.26,7,4,4,2,442,Regular
12754,2014-03-05,7,6503.2,117,3,4,4,344,Regular
27232,2013-03-12,1,2049.1,475,1,1,3,113,At Risk
24361,2013-10-18,4,3391.03,255,2,3,4,234,Regular
19701,2013-08-22,4,1184.46,312,1,3,3,133,Regular
14543,2013-12-05,3,42.28,207,2,2,1,221,At Risk
18373,2014-03-15,3,1763.97,107,3,2,3,323,Regular
11234,2014-02-19,4,76.27,131,3,3,2,332,Regular
23969,2013-12-14,3,36.27,198,2,2,1,221,At Risk
16063,2013-12-19,1,4.99,193,2,1,1,211,At Risk
11626,2013-09-07,4,5958.74,296,1,3,4,134,Regular
11380,2013-07-06,6,5837.91,359,1,4,4,144,Regular
12708,2014-03-31,4,83.97,91,3,3,2,332,Regular
18327,2013-08-28,2,13.98,306,1,1,1,111,At Risk
28360,2013-11-01,2,7.28,241,2,1,1,211,At Risk
17245,2014-04-19,3,92.97,72,4,2,2,422,Regular
27278,2014-04-14,1,28.99,77,4,1,1,411,Regular
22841,2013-08-05,1,35.0,329,1,1,1,111,At Risk
21175,2013-12-21,1,35.0,191,2,1,1,211,At Risk
19847,2014-04-18,1,21.98,73,4,1,1,411,Regular
28752,2014-05-15,2,1155.48,46,4,1,3,413,Regular
21613,2013-11-19,3,2610.58,223,2,2,3,223,At Risk
17291,2013-09-19,3,86.27,284,1,2,2,122,At Risk
22449,2013-07-27,4,2514.93,338,1,3,3,133,Regular
23777,2013-10-01,3,1179.47,272,1,2,3,123,At Risk
18619,2013-12-13,2,38.98,199,2,1,1,211,At Risk
20285,2014-05-15,1,69.99,46,4,1,2,412,Regular
29880,2014-03-31,125,193784.06,91,3,4,4,344,Regular
28798,2012-07-26,1,2443.35,704,1,1,3,113,At Risk
20139,2013-10-04,1,69.99,269,1,1,2,112,At Risk
21221,2013-12-29,1,29.99,183,2,1,1,211,At Risk
20239,2013-11-19,5,6093.2,223,2,4,4,244,Regular
21321,2013-08-15,3,49.97,319,1,2,1,121,At Risk
22403,2013-10-05,1,69.99,268,1,1,2,112,At Risk
26004,2014-04-05,5,4698.81,86,3,4,4,344,Regular
23846,2014-02-27,3,4828.11,123,3,2,4,324,Regular
20929,2013-08-07,3,37.27,327,1,2,1,121,At Risk
28921,2013-08-22,3,184.48,312,1,2,2,122,At Risk
21759,2014-05-18,3,64.47,43,4,2,2,422,Regular
16707,2013-09-06,3,4377.75,297,1,2,4,124,At Risk
13246,2014-04-24,5,4813.31,67,4,4,4,444,High Value
20408,2014-02-01,3,69.97,149,3,2,2,322,Regular
11895,2013-12-25,5,8149.04,187,2,4,4,244,Regular
27547,2013-05-05,1,2071.42,421,1,1,3,113,At Risk
